,Entry ID,Jurisdiction,Health Region,Implemented,Category,Type,Summary,Source,Level,Source type,Expired
170,ON261,Ont.,Halton,2020-09-26 00:00:00,Closures,Closures - recreation,"Who: Ministry of Health
What: Ordered the closure of all strip clubs across the province 
Effective until:",https://news.ontario.ca/en/release/58548/new-public-health-measures-implemented-provincewide-to-keep-ontarians-safe,Provincial/territorial,CIHI,
185,ON234,Ont.,Hamilton,2020-11-07 00:00:00,Restrictions,Yellow - Protect,"What: Restaurants & eating places, cinemas, performing arts, and some personal care operate with restrictions. ",https://news.ontario.ca/en/release/59081/ontario-moves-public-health-unit-regions-into-covid-19-response-framework-to-keep-ontario-safe-and-o,Regional,Government,
186,ON231,Ont.,Toronto,2020-10-10 00:00:00,Closures,Closures - non-essential services,"Who: Government of Ontario. What: Closure of indoor dining and drink service at restaurants, bars and nightclubs, as well as the closure of indoor gyms, casinos, cinemas, and performing arts centres in Toronto, Peel Region and Ottawa. Interactive exhibits in places like galleries or museums must close.",https://www.ontario.ca/page/reopening-ontario-stages#section-3,Regional,Government,
187,ON231,Ont.,Ottawa,2020-10-10 00:00:00,Closures,Closures - non-essential services,"Who: Government of Ontario. What: Closure of indoor dining and drink service at restaurants, bars and nightclubs, as well as the closure of indoor gyms, casinos, cinemas, and performing arts centres in Toronto, Peel Region and Ottawa. Interactive exhibits in places like galleries or museums must close.",https://www.ontario.ca/page/reopening-ontario-stages#section-3,Regional,Government,
188,ON234,Ont.,Halton,2020-11-07 00:00:00,Restrictions,Yellow - Protect,"What: Restaurants & eating places, cinemas, performing arts, and some personal care operate with restrictions. ",https://news.ontario.ca/en/release/59081/ontario-moves-public-health-unit-regions-into-covid-19-response-framework-to-keep-ontario-safe-and-o,Regional,Government,
189,ON234,Ont.,Simcoe Muskoka,2020-11-07 00:00:00,Restrictions,Yellow - Protect,"What: Restaurants & eating places, cinemas, performing arts, and some personal care operate with restrictions. ",https://news.ontario.ca/en/release/59081/ontario-moves-public-health-unit-regions-into-covid-19-response-framework-to-keep-ontario-safe-and-o,Regional,Government,
190,ON234,Ont.,Wellington Dufferin Guelph,2020-11-07 00:00:00,Restrictions,Yellow - Protect,"What: Restaurants & eating places, cinemas, performing arts, and some personal care operate with restrictions. ",https://news.ontario.ca/en/release/59081/ontario-moves-public-health-unit-regions-into-covid-19-response-framework-to-keep-ontario-safe-and-o,Regional,Government,
191,ON234,Ont.,Niagara,2020-11-07 00:00:00,Restrictions,Yellow - Protect,"What: Restaurants & eating places, cinemas, performing arts, and some personal care operate with restrictions. ",https://news.ontario.ca/en/release/59081/ontario-moves-public-health-unit-regions-into-covid-19-response-framework-to-keep-ontario-safe-and-o,Regional,Government,
192,ON234,Ont.,Durham,2020-11-07 00:00:00,Restrictions,Yellow - Protect,"What: Restaurants & eating places, cinemas, performing arts, and some personal care operate with restrictions. ",https://news.ontario.ca/en/release/59081/ontario-moves-public-health-unit-regions-into-covid-19-response-framework-to-keep-ontario-safe-and-o,Regional,Government,
193,ON240,Ont.,Niagara,2020-11-07 00:00:00,Openings,Yellow - Protect,"Who: Niagara Region Public Health. What: Nightlife, personal care, events operate with restrictions. Enhanced targeted enforcement, fines and enhanced education to limit further transmission. Public health measures for high risk settings.",https://www.ontario.ca/page/reopening-ontario-stages?_ga=2.211279445.1356928481.1596562275-470745044.1584640249#section-3,Regional,Government,
194,ON237,Ont.,Windsor-Essex,2020-11-16 00:00:00,Restrictions,Yellow - Protect,"What: Restaurants & eating places, cinemas, performing arts, and some personal care operate with restrictions. ",https://news.ontario.ca/en/release/59205/ontario-updating-covid-19-response-framework-to-help-stop-the-spread-of-covid-19,Regional,Government,
195,ON237,Ont.,Middlesex-London,2020-11-16 00:00:00,Restrictions,Yellow - Protect,"What: Restaurants & eating places, cinemas, performing arts, and some personal care operate with restrictions. ",https://news.ontario.ca/en/release/59205/ontario-updating-covid-19-response-framework-to-help-stop-the-spread-of-covid-19,Regional,Government,
196,ON236,Ont.,Toronto,2020-11-14 00:00:00,Restrictions,Red - Control,"Who: Toronto. What: Indoor fitness classes will not be permitted, while gyms will be allowed to open with a maximum of 10 people indoors. some indoor dining and fitness classes are permitted.",https://globalnews.ca/news/7454443/toronto-red-zone-coronavirus-restrictions/,Regional,Government,
197,ON237,Ont.,Hamilton,2020-11-16 00:00:00,Closures,Red - Control,"What: Closures of indoor gyms and fitness centres (i.e., exercise classes and weight and exercise rooms);
Casinos, bingo halls and other gaming establishments;
Indoor cinemas, performing arts centres and venues, (except for rehearsing or performing a recorded or broadcasted performance subject to conditions, including no spectators);
Spectator areas in racing venues;
Interactive exhibits or exhibits with high risk of personal contact in museums, galleries, zoos, science centres, landmarks, etc.; Restaurants and events closed.",https://news.ontario.ca/en/release/59205/ontario-updating-covid-19-response-framework-to-help-stop-the-spread-of-covid-19,Regional,CIHI,
198,ON237,Ont.,Halton,2020-11-16 00:00:00,Closures,Red - Control,"What: Closures of indoor gyms and fitness centres (i.e., exercise classes and weight and exercise rooms);
Casinos, bingo halls and other gaming establishments;
Indoor cinemas, performing arts centres and venues, (except for rehearsing or performing a recorded or broadcasted performance subject to conditions, including no spectators);
Spectator areas in racing venues;
Interactive exhibits or exhibits with high risk of personal contact in museums, galleries, zoos, science centres, landmarks, etc.; Restaurants and events closed.",https://news.ontario.ca/en/release/59205/ontario-updating-covid-19-response-framework-to-help-stop-the-spread-of-covid-19,Regional,CIHI,
199,ON237,Ont.,Toronto,2020-11-16 00:00:00,Closures,Red - Control,"What: Closures of indoor gyms and fitness centres (i.e., exercise classes and weight and exercise rooms);
Casinos, bingo halls and other gaming establishments;
Indoor cinemas, performing arts centres and venues, (except for rehearsing or performing a recorded or broadcasted performance subject to conditions, including no spectators);
Spectator areas in racing venues;
Interactive exhibits or exhibits with high risk of personal contact in museums, galleries, zoos, science centres, landmarks, etc.; Restaurants and events closed.",https://news.ontario.ca/en/release/59205/ontario-updating-covid-19-response-framework-to-help-stop-the-spread-of-covid-19,Regional,CIHI,
200,ON239,Ont.,Windsor-Essex,2020-11-30 00:00:00,Closures,Red - Control,"What: Closures of indoor gyms and fitness centres (i.e., exercise classes and weight and exercise rooms);
Casinos, bingo halls and other gaming establishments;
Indoor cinemas, performing arts centres and venues, (except for rehearsing or performing a recorded or broadcasted performance subject to conditions, including no spectators);
Spectator areas in racing venues;
Interactive exhibits or exhibits with high risk of personal contact in museums, galleries, zoos, science centres, landmarks, etc.; Restaurants and events closed.",https://www.citywindsor.ca/Newsroom/Pages/Windsor-Moves-to-Red-and-Recreation-Centres-to-Close-Temporarily.aspx,Regional,Government,
201,ON242,Ont.,Waterloo,2020-11-23 00:00:00,Closures,Red - Control,"What: Closures of indoor gyms and fitness centres (i.e., exercise classes and weight and exercise rooms);
Casinos, bingo halls and other gaming establishments;
Indoor cinemas, performing arts centres and venues, (except for rehearsing or performing a recorded or broadcasted performance subject to conditions, including no spectators);
Spectator areas in racing venues;
Interactive exhibits or exhibits with high risk of personal contact in museums, galleries, zoos, science centres, landmarks, etc.; Restaurants and events closed.",https://www.regionofwaterloo.ca/en/index.aspx#section1,Regional,Government,
202,ON265,Ont.,Niagara,2020-12-21 00:00:00,Closures,Red - Control,"What: Closures of indoor gyms and fitness centres (i.e., exercise classes and weight and exercise rooms);
Casinos, bingo halls and other gaming establishments;
Indoor cinemas, performing arts centres and venues, (except for rehearsing or performing a recorded or broadcasted performance subject to conditions, including no spectators);
Spectator areas in racing venues;
Interactive exhibits or exhibits with high risk of personal contact in museums, galleries, zoos, science centres, landmarks, etc.; Restaurants and events closed.",https://news.ontario.ca/en/release/59776/ontario-taking-further-action-to-limit-spread-of-covid-19,Regional,Government,
203,ON267,Ont.,Kingston Frontenac Lennox & Addington,2021-02-10 00:00:00,Openings,Red - Control,"In person shopping permitted for retail sales, with capacity limits;75 per cent capacity limit for supermarkets and other stores that primarily sell groceries, convenience stores, and pharmacies; and
50 per cent capacity limit for all other retail businesses that engage in retail sales to the public, including big box stores;",https://globalnews.ca/news/7627151/ontario-coronavirus-phased-reopening-covid-19/,Regional,News,
204,ON268,Ont.,Durham,2021-02-16 00:00:00,Openings,Red - Control,"In person shopping permitted for retail sales, with capacity limits;75 per cent capacity limit for supermarkets and other stores that primarily sell groceries, convenience stores, and pharmacies; and
50 per cent capacity limit for all other retail businesses that engage in retail sales to the public, including big box stores;",https://news.ontario.ca/en/release/60339/ontario-returning-27-public-health-regions-to-strengthened-covid-19-response-framework,Regional,Government,
205,ON268,Ont.,Middlesex-London,2021-02-16 00:00:00,Openings,Red - Control,"In person shopping permitted for retail sales, with capacity limits;75 per cent capacity limit for supermarkets and other stores that primarily sell groceries, convenience stores, and pharmacies; and
50 per cent capacity limit for all other retail businesses that engage in retail sales to the public, including big box stores;",https://news.ontario.ca/en/release/60339/ontario-returning-27-public-health-regions-to-strengthened-covid-19-response-framework,Regional,Government,
206,ON268,Ont.,Windsor-Essex,2021-02-16 00:00:00,Openings,Red - Control,"In person shopping permitted for retail sales, with capacity limits;75 per cent capacity limit for supermarkets and other stores that primarily sell groceries, convenience stores, and pharmacies; and
50 per cent capacity limit for all other retail businesses that engage in retail sales to the public, including big box stores;",https://news.ontario.ca/en/release/60339/ontario-returning-27-public-health-regions-to-strengthened-covid-19-response-framework,Regional,Government,
207,ON268,Ont.,Waterloo,2021-02-16 00:00:00,Openings,Red - Control,"In person shopping permitted for retail sales, with capacity limits;75 per cent capacity limit for supermarkets and other stores that primarily sell groceries, convenience stores, and pharmacies; and
50 per cent capacity limit for all other retail businesses that engage in retail sales to the public, including big box stores;",https://news.ontario.ca/en/release/60339/ontario-returning-27-public-health-regions-to-strengthened-covid-19-response-framework,Regional,Government,
208,ON268,Ont.,Wellington Dufferin Guelph,2021-02-16 00:00:00,Openings,Red - Control,"In person shopping permitted for retail sales, with capacity limits;75 per cent capacity limit for supermarkets and other stores that primarily sell groceries, convenience stores, and pharmacies; and
50 per cent capacity limit for all other retail businesses that engage in retail sales to the public, including big box stores;",https://news.ontario.ca/en/release/60339/ontario-returning-27-public-health-regions-to-strengthened-covid-19-response-framework,Regional,Government,
209,ON268,Ont.,Simcoe Muskoka,2021-02-16 00:00:00,Openings,Red - Control,"In person shopping permitted for retail sales, with capacity limits;75 per cent capacity limit for supermarkets and other stores that primarily sell groceries, convenience stores, and pharmacies; and
50 per cent capacity limit for all other retail businesses that engage in retail sales to the public, including big box stores;",https://news.ontario.ca/en/release/60339/ontario-returning-27-public-health-regions-to-strengthened-covid-19-response-framework,Regional,Government,
210,ON268,Ont.,Halton,2021-02-16 00:00:00,Openings,Red - Control,"In person shopping permitted for retail sales, with capacity limits;75 per cent capacity limit for supermarkets and other stores that primarily sell groceries, convenience stores, and pharmacies; and
50 per cent capacity limit for all other retail businesses that engage in retail sales to the public, including big box stores;",https://news.ontario.ca/en/release/60339/ontario-returning-27-public-health-regions-to-strengthened-covid-19-response-framework,Regional,Government,
211,ON268,Ont.,Hamilton,2021-02-16 00:00:00,Openings,Red - Control,"In person shopping permitted for retail sales, with capacity limits;75 per cent capacity limit for supermarkets and other stores that primarily sell groceries, convenience stores, and pharmacies; and
50 per cent capacity limit for all other retail businesses that engage in retail sales to the public, including big box stores;",https://news.ontario.ca/en/release/60339/ontario-returning-27-public-health-regions-to-strengthened-covid-19-response-framework,Regional,Government,
212,ON229,Ont.,Windsor Essex,2020-08-12 00:00:00,Openings,Orange - Restrict,"Who: City of Windsor. What: Recreation and services permited with restrictions. Oxygen bars, steam rooms, saunas, bath houses and other adult venues, closed. Public health measures for high risk settings. Personal care, fitness, restaurants and nightlife operate with restrictions.",https://www.citywindsor.ca/Newsroom/Pages/Windsor-Moves-to-Stage-3-of-Provincial-COVID-19-Re-Opening-Several-City-Services-and-Amenities-Resume.aspx,Regional,Government,
213,ON234,Ont.,Ottawa,2020-11-07 00:00:00,Openings,Orange - Restrict,"What: Recreation and services permited with restrictions. Oxygen bars, steam rooms, saunas, bath houses and other adult venues, closed. Public health measures for high risk settings. Restaurants & eating places, cinemas, performing arts, and some personal care operate with restrictions. ",https://news.ontario.ca/en/release/59081/ontario-moves-public-health-unit-regions-into-covid-19-response-framework-to-keep-ontario-safe-and-o,Regional,Government,
214,ON237,Ont.,Hamilton,2020-11-16 00:00:00,Openings,Orange - Restrict,"What: Recreation and services permited with restrictions. Oxygen bars, steam rooms, saunas, bath houses and other adult venues, closed. Public health measures for high risk settings. Restaurants & eating places, cinemas, performing arts, and some personal care operate with restrictions. ",https://news.ontario.ca/en/release/59205/ontario-updating-covid-19-response-framework-to-help-stop-the-spread-of-covid-19,Regional,CIHI,
215,ON237,Ont.,Waterloo,2020-11-16 00:00:00,Openings,Orange - Restrict,"What: Recreation and services permited with restrictions. Oxygen bars, steam rooms, saunas, bath houses and other adult venues, closed. Public health measures for high risk settings. Restaurants & eating places, cinemas, performing arts, and some personal care operate with restrictions. ",https://news.ontario.ca/en/release/59205/ontario-updating-covid-19-response-framework-to-help-stop-the-spread-of-covid-19,Regional,CIHI,
216,ON237,Ont.,Durham,2020-11-16 00:00:00,Openings,Orange - Restrict,"What: Recreation and services permited with restrictions. Oxygen bars, steam rooms, saunas, bath houses and other adult venues, closed. Public health measures for high risk settings. Restaurants & eating places, cinemas, performing arts, and some personal care operate with restrictions. ",https://news.ontario.ca/en/release/59205/ontario-updating-covid-19-response-framework-to-help-stop-the-spread-of-covid-19,Regional,CIHI,
217,ON237,Ont.,Niagara,2020-11-16 00:00:00,Openings,Orange - Restrict,"What: Recreation and services permited with restrictions. Oxygen bars, steam rooms, saunas, bath houses and other adult venues, closed. Public health measures for high risk settings. Restaurants & eating places, cinemas, performing arts, and some personal care operate with restrictions. ",https://news.ontario.ca/en/release/59205/ontario-updating-covid-19-response-framework-to-help-stop-the-spread-of-covid-19,Regional,CIHI,
218,ON237,Ont.,Niagara,2020-11-16 00:00:00,Restrictions,Orange - Restrict,"Who: Niagara Region Public Health. What: Recreation and services permited with restrictions. Oxygen bars, steam rooms, saunas, bath houses and other adult venues, closed. Public health measures for high risk settings. Restaurants & eating places, cinemas, performing arts, and some personal care operate with restrictions. ",https://news.ontario.ca/en/release/59205/ontario-updating-covid-19-response-framework-to-help-stop-the-spread-of-covid-19,Regional,CIHI,
219,ON264,Ont.,Middlesex-London,2020-12-07 00:00:00,Restrictions,Orange - Restrict,"Who: Middlesex-London Health Unit. What: Recreation and services permited with restrictions. Oxygen bars, steam rooms, saunas, bath houses and other adult venues, closed. Public health measures for high risk settings.",https://www.ontario.ca/page/covid-19-response-framework-keeping-ontario-safe-and-open#control,Regional,Government,
220,ON265,Ont.,Kingston Frontenac Lennox & Addington,2020-12-21 00:00:00,Closures,Orange - Restrict,"Who: Kingston Frontenac Lennox & Addington. What: Recreation and services permited with restrictions. Oxygen bars, steam rooms, saunas, bath houses and other adult venues, closed. Public health measures for high risk settings.",https://news.ontario.ca/en/release/59776/ontario-taking-further-action-to-limit-spread-of-covid-19,Regional,Government,
221,ON268,Ont.,Ottawa,2021-02-16 00:00:00,Openings,Orange - Restrict,"Restaurants & eating places, Activities",https://news.ontario.ca/en/release/60339/ontario-returning-27-public-health-regions-to-strengthened-covid-19-response-framework,Regional,Government,
222,ON238,Ont.,Toronto,2020-11-23 00:00:00,Closures,Grey - Lockdown,"What: Closures of non-essential services and recreation. Retail permitted to be open for curbside pick-up or delivery only.
Restaurants, bars, and food and drink establishments will only be able to provide takeout, drive-through and delivery. Indoor and outdoor dining services are prohibited;
Personal care services closed;
Casinos, bingo halls and other gaming establishments closed; and
Indoor sports and recreational facilities, including pools, closed with limited exceptions. Effective until: Dec 21, 2020.",https://news.ontario.ca/en/release/59305/ontario-taking-further-action-to-stop-the-spread-of-covid-19,Regional,Government,
223,ON263,Ont.,Halton,2020-12-26 00:00:00,Closures,Grey - Lockdown,"What: Prohibiting in-person shopping in most retail settings - curbside pickup and delivery can continue. Prohibiting indoor and outdoor dining. Restaurants, bars and other food or drink establishments will be permitted to operate by take out, drive-through, and delivery only. Secondary school students will continue learning remotely until January 25, 2021, at which point they may resume in-person learning. During this period, child care centres, authorized recreational and skill building programs and home-based child care services will remain open. From January 4-8, 2021, when elementary students move to remote learning, before and after school programs will be closed and emergency child care for health care and frontline workers will be provided. Government Providing Grants of up to $20,000 to Small Businesses Impacted by New Public Health Measures.",https://news.ontario.ca/en/release/59790/ontario-announces-provincewide-shutdown-to-stop-spread-of-covid-19-and-save-lives,Provincial/territorial,Government,
249,QC354,Que.,Mauricie,2020-09-02 00:00:00,Openings,Openings - recreation,"Who: Minister of health and social services
What: Announced the resumption of fights in combat sports such as karate, taekwondo, boxing or judo as long as physical distancing is maintained outside the clashes and training groups of no more than 4 people are created 
Effective until: ",https://www.newswire.ca/fr/news-releases/pandemie-de-la-covid-19-le-gouvernement-autorise-la-reprise-des-affrontements-dans-les-sports-de-combat-855322621.html,Provincial/territorial,CIHI,
250,QC354,Que.,Estrie,2020-09-02 00:00:00,Openings,Openings - recreation,"Who: Minister of health and social services
What: Announced the resumption of fights in combat sports such as karate, taekwondo, boxing or judo as long as physical distancing is maintained outside the clashes and training groups of no more than 4 people are created 
Effective until: ",https://www.newswire.ca/fr/news-releases/pandemie-de-la-covid-19-le-gouvernement-autorise-la-reprise-des-affrontements-dans-les-sports-de-combat-855322621.html,Provincial/territorial,CIHI,
251,QC354,Que.,Capitale-Nationale,2020-09-02 00:00:00,Openings,Openings - recreation,"Who: Minister of health and social services
What: Announced the resumption of fights in combat sports such as karate, taekwondo, boxing or judo as long as physical distancing is maintained outside the clashes and training groups of no more than 4 people are created 
Effective until: ",https://www.newswire.ca/fr/news-releases/pandemie-de-la-covid-19-le-gouvernement-autorise-la-reprise-des-affrontements-dans-les-sports-de-combat-855322621.html,Provincial/territorial,CIHI,
252,QC354,Que.,Saguenay,2020-09-02 00:00:00,Openings,Openings - recreation,"Who: Minister of health and social services
What: Announced the resumption of fights in combat sports such as karate, taekwondo, boxing or judo as long as physical distancing is maintained outside the clashes and training groups of no more than 4 people are created 
Effective until: ",https://www.newswire.ca/fr/news-releases/pandemie-de-la-covid-19-le-gouvernement-autorise-la-reprise-des-affrontements-dans-les-sports-de-combat-855322621.html,Provincial/territorial,CIHI,
253,QC354,Que.,Montréal,2020-09-02 00:00:00,Openings,Openings - recreation,"Who: Minister of health and social services
What: Announced the resumption of fights in combat sports such as karate, taekwondo, boxing or judo as long as physical distancing is maintained outside the clashes and training groups of no more than 4 people are created 
Effective until: ",https://www.newswire.ca/fr/news-releases/pandemie-de-la-covid-19-le-gouvernement-autorise-la-reprise-des-affrontements-dans-les-sports-de-combat-855322621.html,Provincial/territorial,CIHI,
259,QC363,Que.,Mauricie,2020-09-11 00:00:00,Restrictions,Closures - recreation,"Who: Minister of health and social services
What: Announced closure of karaoke activities held in public places such as bars and rented or community rooms due to the risk of infection they present
Effective until:",https://www.msss.gouv.qc.ca/ministere/salle-de-presse/communique-2308/,Provincial/territorial,CIHI,
260,QC363,Que.,Estrie,2020-09-11 00:00:00,Restrictions,Closures - recreation,"Who: Minister of health and social services
What: Announced closure of karaoke activities held in public places such as bars and rented or community rooms due to the risk of infection they present
Effective until:",https://www.msss.gouv.qc.ca/ministere/salle-de-presse/communique-2308/,Provincial/territorial,CIHI,
261,QC363,Que.,Capitale-Nationale,2020-09-11 00:00:00,Restrictions,Closures - recreation,"Who: Minister of health and social services
What: Announced closure of karaoke activities held in public places such as bars and rented or community rooms due to the risk of infection they present
Effective until:",https://www.msss.gouv.qc.ca/ministere/salle-de-presse/communique-2308/,Provincial/territorial,CIHI,
262,QC363,Que.,Saguenay,2020-09-11 00:00:00,Restrictions,Closures - recreation,"Who: Minister of health and social services
What: Announced closure of karaoke activities held in public places such as bars and rented or community rooms due to the risk of infection they present
Effective until:",https://www.msss.gouv.qc.ca/ministere/salle-de-presse/communique-2308/,Provincial/territorial,CIHI,
263,QC363,Que.,Montréal,2020-09-11 00:00:00,Restrictions,Closures - recreation,"Who: Minister of health and social services
What: Announced closure of karaoke activities held in public places such as bars and rented or community rooms due to the risk of infection they present
Effective until:",https://www.msss.gouv.qc.ca/ministere/salle-de-presse/communique-2308/,Provincial/territorial,CIHI,
279,QC375,Que.,Mauricie,2020-09-20 00:00:00,Closures,Closures - non-essential services,"Who: Minister of health and social services
What: Announced that regions in the orange zones must now end sales of alcohol in restaurants, bars, brasseries, taverns, casinos and any other place or establishment with a licence to sell or serve alcoholic beverages by 11 p.m and customers in bars, brasseries, taverns and casinos must leave by midnight
Effective until:",https://www.msss.gouv.qc.ca/ministere/salle-de-presse/communique-2322/,Regional,CIHI,
280,QC375,Que.,Estrie,2020-09-20 00:00:00,Closures,Closures - non-essential services,"Who: Minister of health and social services
What: Announced that regions in the orange zones must now end sales of alcohol in restaurants, bars, brasseries, taverns, casinos and any other place or establishment with a licence to sell or serve alcoholic beverages by 11 p.m and customers in bars, brasseries, taverns and casinos must leave by midnight
Effective until:",https://www.msss.gouv.qc.ca/ministere/salle-de-presse/communique-2322/,Regional,CIHI,
281,QC375,Que.,Capitale-Nationale,2020-09-20 00:00:00,Closures,Closures - non-essential services,"Who: Minister of health and social services
What: Announced that regions in the orange zones must now end sales of alcohol in restaurants, bars, brasseries, taverns, casinos and any other place or establishment with a licence to sell or serve alcoholic beverages by 11 p.m and customers in bars, brasseries, taverns and casinos must leave by midnight
Effective until:",https://www.msss.gouv.qc.ca/ministere/salle-de-presse/communique-2322/,Regional,CIHI,
282,QC375,Que.,Saguenay,2020-09-20 00:00:00,Closures,Closures - non-essential services,"Who: Minister of health and social services
What: Announced that regions in the orange zones must now end sales of alcohol in restaurants, bars, brasseries, taverns, casinos and any other place or establishment with a licence to sell or serve alcoholic beverages by 11 p.m and customers in bars, brasseries, taverns and casinos must leave by midnight
Effective until:",https://www.msss.gouv.qc.ca/ministere/salle-de-presse/communique-2322/,Regional,CIHI,
283,QC375,Que.,Montréal,2020-09-20 00:00:00,Closures,Closures - non-essential services,"Who: Minister of health and social services
What: Announced that regions in the orange zones must now end sales of alcohol in restaurants, bars, brasseries, taverns, casinos and any other place or establishment with a licence to sell or serve alcoholic beverages by 11 p.m and customers in bars, brasseries, taverns and casinos must leave by midnight
Effective until:",https://www.msss.gouv.qc.ca/ministere/salle-de-presse/communique-2322/,Regional,CIHI,
284,SK141,Sask.,Regina,2020-07-21 00:00:00,Openings,Openings - non-essential services and recreation,"Who: Government of Saskatchewan
What: Reduced the required distance between vehicles at drive-in theatres from 5 metres to 2 metres. Permitted fitness facilities to allow 24-hour access with registration of guests to facilitate contact tracing. Permitted yard and garage sales, door-to-door canvassing and sales to reopen.
Effective until: ",https://www.saskatchewan.ca/government/news-and-media/2020/july/21/more-phase-4-reopen-saskatchewan,Provincial/territorial,CIHI,
285,SK141,Sask.,Saskatoon,2020-07-21 00:00:00,Openings,Openings - non-essential services and recreation,"Who: Government of Saskatchewan
What: Reduced the required distance between vehicles at drive-in theatres from 5 metres to 2 metres. Permitted fitness facilities to allow 24-hour access with registration of guests to facilitate contact tracing. Permitted yard and garage sales, door-to-door canvassing and sales to reopen.
Effective until: ",https://www.saskatchewan.ca/government/news-and-media/2020/july/21/more-phase-4-reopen-saskatchewan,Provincial/territorial,CIHI,
292,SK171,Sask.,Regina,2020-11-13 00:00:00,Closures,Closures — non-essential services,"Who: Government of Saskatchewan
What: Required all restaurants and licensed establishments (bars, taverns, nightclubs) to stop serving alcohol by 10 p.m. and prohibited consumption after 11 p.m. Limited all aerobic group fitness activities (i.e., spin classes, class circuit training, aquasize) to a maximum of 8 participants
Effective until: 2020-12-15",https://www.saskatchewan.ca/government/news-and-media/2020/november/13/covid-19-additional-public-health-measures-announced,Provincial/territorial,CIHI,
293,SK171,Sask.,Saskatoon,2020-11-13 00:00:00,Closures,Closures — non-essential services,"Who: Government of Saskatchewan
What: Required all restaurants and licensed establishments (bars, taverns, nightclubs) to stop serving alcohol by 10 p.m. and prohibited consumption after 11 p.m. Limited all aerobic group fitness activities (i.e., spin classes, class circuit training, aquasize) to a maximum of 8 participants
Effective until: 2020-12-15",https://www.saskatchewan.ca/government/news-and-media/2020/november/13/covid-19-additional-public-health-measures-announced,Provincial/territorial,CIHI,
294,SK186,Sask.,Saskatoon,2020-11-27 00:00:00,Restrictions,Restrictions— non-essential services,"Who: Government of Saskatchewan
What: Required all restaurants and licensed establishments (bars, taverns, nightclubs) to limit seating to 4 people at a single table. Tables must be two metres apart if there is an impermeable barrier and three metres apart if there is no barrier. Contact information must be collected for all patrons.
Effective until: 2021-01-29",https://www.saskatchewan.ca/government/news-and-media/2020/november/25/covid-19-update-new-measures-in-effect-november-27,Provincial/territorial,CIHI,
295,SK187,Sask.,Regina,2020-11-27 00:00:00,Restrictions,Restrictions — recreation,"Who: Government of Saskatchewan
What: Restricted capacity to 30 people at all casinos, bingo halls, arenas, live theatres, movie theatres, performing arts venues and other facilities that are currently supporting a capacity of 150 people. Food and beverage services and activity area must be kept separate.
Effective until: 2021-01-29",https://www.saskatchewan.ca/government/news-and-media/2020/november/25/covid-19-update-new-measures-in-effect-november-27,Provincial/territorial,CIHI,
296,SK186,Sask.,Regina,2020-11-27 00:00:00,Restrictions,Restrictions— non-essential services,"Who: Government of Saskatchewan
What: Required all restaurants and licensed establishments (bars, taverns, nightclubs) to limit seating to 4 people at a single table. Tables must be two metres apart if there is an impermeable barrier and three metres apart if there is no barrier. Contact information must be collected for all patrons.
Effective until: 2021-01-29",https://www.saskatchewan.ca/government/news-and-media/2020/november/25/covid-19-update-new-measures-in-effect-november-27,Provincial/territorial,CIHI,
297,SK187,Sask.,Saskatoon,2020-11-27 00:00:00,Restrictions,Restrictions — recreation,"Who: Government of Saskatchewan
What: Restricted capacity to 30 people at all casinos, bingo halls, arenas, live theatres, movie theatres, performing arts venues and other facilities that are currently supporting a capacity of 150 people. Food and beverage services and activity area must be kept separate.
Effective until: 2021-01-29",https://www.saskatchewan.ca/government/news-and-media/2020/november/25/covid-19-update-new-measures-in-effect-november-27,Provincial/territorial,CIHI,
298,SK190,Sask.,Regina,2020-11-27 00:00:00,Closures,Closures - recreation,"Who: Government of Saskatchewan What: All team/group sports, activities, games, competitions, recitals, practices, etc. are suspended, including amateur and recreational leagues for all age groups.  Effective until:  Dec 17, 2020.",https://www.saskatchewan.ca/government/news-and-media/2020/november/25/covid-19-update-new-measures-in-effect-november-27,Provincial/territorial,CIHI,
299,SK190,Sask.,Saskatoon,2020-11-27 00:00:00,Closures,Closures - recreation,"Who: Government of Saskatchewan What: All team/group sports, activities, games, competitions, recitals, practices, etc. are suspended, including amateur and recreational leagues for all age groups.  Effective until:  Dec 17, 2020.",https://www.saskatchewan.ca/government/news-and-media/2020/november/25/covid-19-update-new-measures-in-effect-november-27,Provincial/territorial,CIHI,
300,QC107,Que.,Montréal,2020-10-28 00:00:00,Extended Closures,Extended - Level 4 (Red),"Restaurants - dining rooms closed. Bars, breweries, taverns, casinos closed. Microbreweries and distilleries, closed only for on-site eating or drinking. Public activites prohibited. Performance venues, cinemas, theatres and museums closed. Libraries - closed other than those maintained by educational institutions, with the exception of loan counters. Non-essential health services. Education - only one stable class group is permitted, with no physical distancing requirement, at all times. Extracurricular activities are suspended. Field trips and interscolastic activities are suspended. Loans and rentals of rooms are suspended. Post-secondary - As many activities as possible provided through distance education. Recreation - no organized sports, physical or recreational activities are permitted. Indoor and outdoor sports and recreation facilities may remain open for individual activities, but access to locker rooms is not permitted; however, washrooms remain available. Competitions and spectators are not permitted. Effective until: Jan 11, 2020.",https://www.cbc.ca/news/canada/montreal/covid-19-montreal-quebec-city-highest-alert-level-1.5741399,Regional,News,
