,Entry ID,Jurisdiction,health_region,Date announced,Date implemented,Intervention category,Intervention type,Intervention summary,"Primary source
(news release or specific resource)",Secondary source,Level,"Indigenous 
population group",Source type,suggested_industry
107,ON220,Ont.,Hamilton,2020-07-20 00:00:00,2020-07-24 00:00:00,Openings,Openings - non-essential services,"Who: Government of Ontario
What: Permitted nearly all businesses and public spaces in the 7 public health units that have entered Stage 3 to reopen; high-risk places and activities that are not yet safe to open include amusement and water parks; buffet-style food services; dancing at restaurants and bars; overnight stays at camps for children; private karaoke rooms; prolonged or deliberate contact while playing sports; saunas, steam rooms, bath houses and oxygen bars; and table games at casinos and gaming establishments 
Effective until: ",https://news.ontario.ca/opo/en/2020/07/ontario-moving-more-regions-into-stage-3.html,,Regional,No,Government,"Fitness, Activities, Nightlife, Restaurants & eating places, Personal care"
108,ON220,Ont.,Niagara,2020-07-20 00:00:00,2020-07-24 00:00:00,Openings,Openings - non-essential services,"Who: Government of Ontario
What: Permitted nearly all businesses and public spaces in the 7 public health units that have entered Stage 3 to reopen; high-risk places and activities that are not yet safe to open include amusement and water parks; buffet-style food services; dancing at restaurants and bars; overnight stays at camps for children; private karaoke rooms; prolonged or deliberate contact while playing sports; saunas, steam rooms, bath houses and oxygen bars; and table games at casinos and gaming establishments 
Effective until: ",https://news.ontario.ca/opo/en/2020/07/ontario-moving-more-regions-into-stage-3.html,,Regional,No,Government,"Fitness, Activities, Nightlife, Restaurants & eating places, Personal care"
109,ON220,Ont.,York,2020-07-20 00:00:00,2020-07-24 00:00:00,Openings,Openings - non-essential services,"Who: Government of Ontario
What: Permitted nearly all businesses and public spaces in the 7 public health units that have entered Stage 3 to reopen; high-risk places and activities that are not yet safe to open include amusement and water parks; buffet-style food services; dancing at restaurants and bars; overnight stays at camps for children; private karaoke rooms; prolonged or deliberate contact while playing sports; saunas, steam rooms, bath houses and oxygen bars; and table games at casinos and gaming establishments 
Effective until: ",https://news.ontario.ca/opo/en/2020/07/ontario-moving-more-regions-into-stage-3.html,,Regional,No,Government,"Fitness, Activities, Nightlife, Restaurants & eating places, Personal care"
110,ON224,Ont.,Toronto,2020-07-29 00:00:00,2020-07-31 00:00:00,Openings,Openings - non-essential services,"Who: Government of Ontario
What: Permitted nearly all businesses and public spaces in the city of Toronto and Peel Region to reopen; high-risk places and activities that are not yet safe to open include amusement and water parks; buffet-style food services; dancing at restaurants and bars; overnight stays at camps for children; private karaoke rooms; prolonged or deliberate contact while playing sports; saunas, steam rooms, bath houses and oxygen bars; and table games at casinos and gaming establishments 
Effective until: ",https://news.ontario.ca/opo/en/2020/07/ontario-moving-toronto-and-peel-region-into-stage-3.html,,Regional,No,Government,"Fitness, Activities, Nightlife, Restaurants & eating places, Personal care"
126,ON229,Ont.,Windsor-Essex,2020-08-11 00:00:00,2020-08-12 00:00:00,Openings,Orange - Restrict,"Who: City of Windsor. What: Recreation and services permited with restrictions. Oxygen bars, steam rooms, saunas, bath houses and other adult venues, closed. Public health measures for high risk settings. Personal care, fitness, restaurants and nightlife operate with restrictions.",https://www.citywindsor.ca/Newsroom/Pages/Windsor-Moves-to-Stage-3-of-Provincial-COVID-19-Re-Opening-Several-City-Services-and-Amenities-Resume.aspx,,Regional,No,Government,"Nightlife, Personal care, Restaurants & eating places"
127,ON249,Ont.,Halton,2020-09-08 00:00:00,2020-09-08 00:00:00,Openings,Openings - education,"Who: Office of the Premier
What: Opened most public schools. No limits on class sizes for K-8 students, who will attend school 5 days per week in class cohorts, with 300 minutes of instruction per day. Secondary schools will open with blended model with class cohorts of approximately 15 students and in-person attendance for at least 50% of instructional days. Students in K-3 are encouraged, but not required, to wear non-medical or cloth masks. Students in grades 4 to 12 must wear non-medical or cloth masks indoors in school, including in hallways. Some school boards may have additional requirements for students in these grades. All staff in schools must wear masks, with reasonable exceptions for medical conditions. 
Effective until: ",https://news.ontario.ca/en/release/58295/ontario-takes-extraordinary-steps-to-reopen-schools-safely,,Provincial/territorial,No,CIHI,None
128,ON249,Ont.,Kingston Frontenac Lennox & Addington,2020-09-08 00:00:00,2020-09-08 00:00:00,Openings,Openings - education,"Who: Office of the Premier
What: Opened most public schools. No limits on class sizes for K-8 students, who will attend school 5 days per week in class cohorts, with 300 minutes of instruction per day. Secondary schools will open with blended model with class cohorts of approximately 15 students and in-person attendance for at least 50% of instructional days. Students in K-3 are encouraged, but not required, to wear non-medical or cloth masks. Students in grades 4 to 12 must wear non-medical or cloth masks indoors in school, including in hallways. Some school boards may have additional requirements for students in these grades. All staff in schools must wear masks, with reasonable exceptions for medical conditions. 
Effective until: ",https://news.ontario.ca/en/release/58295/ontario-takes-extraordinary-steps-to-reopen-schools-safely,,Provincial/territorial,No,CIHI,None
129,ON249,Ont.,Wellington Dufferin Guelph,2020-09-08 00:00:00,2020-09-08 00:00:00,Openings,Openings - education,"Who: Office of the Premier
What: Opened most public schools. No limits on class sizes for K-8 students, who will attend school 5 days per week in class cohorts, with 300 minutes of instruction per day. Secondary schools will open with blended model with class cohorts of approximately 15 students and in-person attendance for at least 50% of instructional days. Students in K-3 are encouraged, but not required, to wear non-medical or cloth masks. Students in grades 4 to 12 must wear non-medical or cloth masks indoors in school, including in hallways. Some school boards may have additional requirements for students in these grades. All staff in schools must wear masks, with reasonable exceptions for medical conditions. 
Effective until: ",https://news.ontario.ca/en/release/58295/ontario-takes-extraordinary-steps-to-reopen-schools-safely,,Provincial/territorial,No,CIHI,None
130,ON249,Ont.,Simcoe Muskoka,2020-09-08 00:00:00,2020-09-08 00:00:00,Openings,Openings - education,"Who: Office of the Premier
What: Opened most public schools. No limits on class sizes for K-8 students, who will attend school 5 days per week in class cohorts, with 300 minutes of instruction per day. Secondary schools will open with blended model with class cohorts of approximately 15 students and in-person attendance for at least 50% of instructional days. Students in K-3 are encouraged, but not required, to wear non-medical or cloth masks. Students in grades 4 to 12 must wear non-medical or cloth masks indoors in school, including in hallways. Some school boards may have additional requirements for students in these grades. All staff in schools must wear masks, with reasonable exceptions for medical conditions. 
Effective until: ",https://news.ontario.ca/en/release/58295/ontario-takes-extraordinary-steps-to-reopen-schools-safely,,Provincial/territorial,No,CIHI,None
131,ON249,Ont.,Durham,2020-09-08 00:00:00,2020-09-08 00:00:00,Openings,Openings - education,"Who: Office of the Premier
What: Opened most public schools. No limits on class sizes for K-8 students, who will attend school 5 days per week in class cohorts, with 300 minutes of instruction per day. Secondary schools will open with blended model with class cohorts of approximately 15 students and in-person attendance for at least 50% of instructional days. Students in K-3 are encouraged, but not required, to wear non-medical or cloth masks. Students in grades 4 to 12 must wear non-medical or cloth masks indoors in school, including in hallways. Some school boards may have additional requirements for students in these grades. All staff in schools must wear masks, with reasonable exceptions for medical conditions. 
Effective until: ",https://news.ontario.ca/en/release/58295/ontario-takes-extraordinary-steps-to-reopen-schools-safely,,Provincial/territorial,No,CIHI,None
132,ON249,Ont.,Hamilton,2020-09-08 00:00:00,2020-09-08 00:00:00,Openings,Openings - education,"Who: Office of the Premier
What: Opened most public schools. No limits on class sizes for K-8 students, who will attend school 5 days per week in class cohorts, with 300 minutes of instruction per day. Secondary schools will open with blended model with class cohorts of approximately 15 students and in-person attendance for at least 50% of instructional days. Students in K-3 are encouraged, but not required, to wear non-medical or cloth masks. Students in grades 4 to 12 must wear non-medical or cloth masks indoors in school, including in hallways. Some school boards may have additional requirements for students in these grades. All staff in schools must wear masks, with reasonable exceptions for medical conditions. 
Effective until: ",https://news.ontario.ca/en/release/58295/ontario-takes-extraordinary-steps-to-reopen-schools-safely,,Provincial/territorial,No,CIHI,None
133,ON249,Ont.,Middlesex-London,2020-09-08 00:00:00,2020-09-08 00:00:00,Openings,Openings - education,"Who: Office of the Premier
What: Opened most public schools. No limits on class sizes for K-8 students, who will attend school 5 days per week in class cohorts, with 300 minutes of instruction per day. Secondary schools will open with blended model with class cohorts of approximately 15 students and in-person attendance for at least 50% of instructional days. Students in K-3 are encouraged, but not required, to wear non-medical or cloth masks. Students in grades 4 to 12 must wear non-medical or cloth masks indoors in school, including in hallways. Some school boards may have additional requirements for students in these grades. All staff in schools must wear masks, with reasonable exceptions for medical conditions. 
Effective until: ",https://news.ontario.ca/en/release/58295/ontario-takes-extraordinary-steps-to-reopen-schools-safely,,Provincial/territorial,No,CIHI,None
134,ON249,Ont.,Niagara,2020-09-08 00:00:00,2020-09-08 00:00:00,Openings,Openings - education,"Who: Office of the Premier
What: Opened most public schools. No limits on class sizes for K-8 students, who will attend school 5 days per week in class cohorts, with 300 minutes of instruction per day. Secondary schools will open with blended model with class cohorts of approximately 15 students and in-person attendance for at least 50% of instructional days. Students in K-3 are encouraged, but not required, to wear non-medical or cloth masks. Students in grades 4 to 12 must wear non-medical or cloth masks indoors in school, including in hallways. Some school boards may have additional requirements for students in these grades. All staff in schools must wear masks, with reasonable exceptions for medical conditions. 
Effective until: ",https://news.ontario.ca/en/release/58295/ontario-takes-extraordinary-steps-to-reopen-schools-safely,,Provincial/territorial,No,CIHI,None
135,ON249,Ont.,Ottawa,2020-09-08 00:00:00,2020-09-08 00:00:00,Openings,Openings - education,"Who: Office of the Premier
What: Opened most public schools. No limits on class sizes for K-8 students, who will attend school 5 days per week in class cohorts, with 300 minutes of instruction per day. Secondary schools will open with blended model with class cohorts of approximately 15 students and in-person attendance for at least 50% of instructional days. Students in K-3 are encouraged, but not required, to wear non-medical or cloth masks. Students in grades 4 to 12 must wear non-medical or cloth masks indoors in school, including in hallways. Some school boards may have additional requirements for students in these grades. All staff in schools must wear masks, with reasonable exceptions for medical conditions. 
Effective until: ",https://news.ontario.ca/en/release/58295/ontario-takes-extraordinary-steps-to-reopen-schools-safely,,Provincial/territorial,No,CIHI,None
136,ON249,Ont.,Toronto,2020-09-08 00:00:00,2020-09-08 00:00:00,Openings,Openings - education,"Who: Office of the Premier
What: Opened most public schools. No limits on class sizes for K-8 students, who will attend school 5 days per week in class cohorts, with 300 minutes of instruction per day. Secondary schools will open with blended model with class cohorts of approximately 15 students and in-person attendance for at least 50% of instructional days. Students in K-3 are encouraged, but not required, to wear non-medical or cloth masks. Students in grades 4 to 12 must wear non-medical or cloth masks indoors in school, including in hallways. Some school boards may have additional requirements for students in these grades. All staff in schools must wear masks, with reasonable exceptions for medical conditions. 
Effective until: ",https://news.ontario.ca/en/release/58295/ontario-takes-extraordinary-steps-to-reopen-schools-safely,,Provincial/territorial,No,CIHI,None
137,ON249,Ont.,Waterloo,2020-09-08 00:00:00,2020-09-08 00:00:00,Openings,Openings - education,"Who: Office of the Premier
What: Opened most public schools. No limits on class sizes for K-8 students, who will attend school 5 days per week in class cohorts, with 300 minutes of instruction per day. Secondary schools will open with blended model with class cohorts of approximately 15 students and in-person attendance for at least 50% of instructional days. Students in K-3 are encouraged, but not required, to wear non-medical or cloth masks. Students in grades 4 to 12 must wear non-medical or cloth masks indoors in school, including in hallways. Some school boards may have additional requirements for students in these grades. All staff in schools must wear masks, with reasonable exceptions for medical conditions. 
Effective until: ",https://news.ontario.ca/en/release/58295/ontario-takes-extraordinary-steps-to-reopen-schools-safely,,Provincial/territorial,No,CIHI,None
138,ON249,Ont.,Windsor-Essex,2020-09-08 00:00:00,2020-09-08 00:00:00,Openings,Openings - education,"Who: Office of the Premier
What: Opened most public schools. No limits on class sizes for K-8 students, who will attend school 5 days per week in class cohorts, with 300 minutes of instruction per day. Secondary schools will open with blended model with class cohorts of approximately 15 students and in-person attendance for at least 50% of instructional days. Students in K-3 are encouraged, but not required, to wear non-medical or cloth masks. Students in grades 4 to 12 must wear non-medical or cloth masks indoors in school, including in hallways. Some school boards may have additional requirements for students in these grades. All staff in schools must wear masks, with reasonable exceptions for medical conditions. 
Effective until: ",https://news.ontario.ca/en/release/58295/ontario-takes-extraordinary-steps-to-reopen-schools-safely,,Provincial/territorial,No,CIHI,None
139,ON261,Ont.,Halton,2020-09-25 00:00:00,2020-09-26 00:00:00,Closures,Closures - recreation,"Who: Ministry of Health
What: Ordered the closure of all strip clubs across the province 
Effective until:",https://news.ontario.ca/en/release/58548/new-public-health-measures-implemented-provincewide-to-keep-ontarians-safe,,Provincial/territorial,No,CIHI,Nightlife
140,ON261,Ont.,Kingston Frontenac Lennox & Addington,2020-09-25 00:00:00,2020-09-26 00:00:00,Closures,Closures - recreation,"Who: Ministry of Health
What: Ordered the closure of all strip clubs across the province 
Effective until:",https://news.ontario.ca/en/release/58548/new-public-health-measures-implemented-provincewide-to-keep-ontarians-safe,,Provincial/territorial,No,CIHI,Nightlife
141,ON261,Ont.,Wellington Dufferin Guelph,2020-09-25 00:00:00,2020-09-26 00:00:00,Closures,Closures - recreation,"Who: Ministry of Health
What: Ordered the closure of all strip clubs across the province 
Effective until:",https://news.ontario.ca/en/release/58548/new-public-health-measures-implemented-provincewide-to-keep-ontarians-safe,,Provincial/territorial,No,CIHI,Nightlife
154,ON261,Ont.,Simcoe Muskoka,2020-09-25 00:00:00,2020-09-26 00:00:00,Closures,Closures - recreation,"Who: Ministry of Health
What: Ordered the closure of all strip clubs across the province 
Effective until:",https://news.ontario.ca/en/release/58548/new-public-health-measures-implemented-provincewide-to-keep-ontarians-safe,,Provincial/territorial,No,CIHI,Nightlife
155,ON261,Ont.,Durham,2020-09-25 00:00:00,2020-09-26 00:00:00,Closures,Closures - recreation,"Who: Ministry of Health
What: Ordered the closure of all strip clubs across the province 
Effective until:",https://news.ontario.ca/en/release/58548/new-public-health-measures-implemented-provincewide-to-keep-ontarians-safe,,Provincial/territorial,No,CIHI,Nightlife
156,ON261,Ont.,Hamilton,2020-09-25 00:00:00,2020-09-26 00:00:00,Closures,Closures - recreation,"Who: Ministry of Health
What: Ordered the closure of all strip clubs across the province 
Effective until:",https://news.ontario.ca/en/release/58548/new-public-health-measures-implemented-provincewide-to-keep-ontarians-safe,,Provincial/territorial,No,CIHI,Nightlife
157,ON261,Ont.,Middlesex-London,2020-09-25 00:00:00,2020-09-26 00:00:00,Closures,Closures - recreation,"Who: Ministry of Health
What: Ordered the closure of all strip clubs across the province 
Effective until:",https://news.ontario.ca/en/release/58548/new-public-health-measures-implemented-provincewide-to-keep-ontarians-safe,,Provincial/territorial,No,CIHI,Nightlife
158,ON261,Ont.,Niagara,2020-09-25 00:00:00,2020-09-26 00:00:00,Closures,Closures - recreation,"Who: Ministry of Health
What: Ordered the closure of all strip clubs across the province 
Effective until:",https://news.ontario.ca/en/release/58548/new-public-health-measures-implemented-provincewide-to-keep-ontarians-safe,,Provincial/territorial,No,CIHI,Nightlife
159,ON261,Ont.,Ottawa,2020-09-25 00:00:00,2020-09-26 00:00:00,Closures,Closures - recreation,"Who: Ministry of Health
What: Ordered the closure of all strip clubs across the province 
Effective until:",https://news.ontario.ca/en/release/58548/new-public-health-measures-implemented-provincewide-to-keep-ontarians-safe,,Provincial/territorial,No,CIHI,Nightlife
160,ON261,Ont.,Toronto,2020-09-25 00:00:00,2020-09-26 00:00:00,Closures,Closures - recreation,"Who: Ministry of Health
What: Ordered the closure of all strip clubs across the province 
Effective until:",https://news.ontario.ca/en/release/58548/new-public-health-measures-implemented-provincewide-to-keep-ontarians-safe,,Provincial/territorial,No,CIHI,Nightlife
161,ON261,Ont.,Waterloo,2020-09-25 00:00:00,2020-09-26 00:00:00,Closures,Closures - recreation,"Who: Ministry of Health
What: Ordered the closure of all strip clubs across the province 
Effective until:",https://news.ontario.ca/en/release/58548/new-public-health-measures-implemented-provincewide-to-keep-ontarians-safe,,Provincial/territorial,No,CIHI,Nightlife
162,ON261,Ont.,Windsor-Essex,2020-09-25 00:00:00,2020-09-26 00:00:00,Closures,Closures - recreation,"Who: Ministry of Health
What: Ordered the closure of all strip clubs across the province 
Effective until:",https://news.ontario.ca/en/release/58548/new-public-health-measures-implemented-provincewide-to-keep-ontarians-safe,,Provincial/territorial,No,CIHI,Nightlife
163,ON231,Ont.,Ottawa,2020-10-09 00:00:00,2020-10-10 00:00:00,Closures,Closures - non-essential services,"Who: Government of Ontario. What: Closure of indoor dining and drink service at restaurants, bars and nightclubs, as well as the closure of indoor gyms, casinos, cinemas, and performing arts centres in Toronto, Peel Region and Ottawa. Interactive exhibits in places like galleries or museums must close.",https://www.ontario.ca/page/reopening-ontario-stages#section-3,,Regional,No,Government,"Activities, Fitness, Nightlife, Restaurants & eating places"
164,ON231,Ont.,Toronto,2020-10-09 00:00:00,2020-10-10 00:00:00,Closures,Closures - non-essential services,"Who: Government of Ontario. What: Closure of indoor dining and drink service at restaurants, bars and nightclubs, as well as the closure of indoor gyms, casinos, cinemas, and performing arts centres in Toronto, Peel Region and Ottawa. Interactive exhibits in places like galleries or museums must close.",https://www.ontario.ca/page/reopening-ontario-stages#section-3,,Regional,No,Government,"Activities, Fitness, Nightlife, Restaurants & eating places"
165,ON262,Ont.,York,2020-10-16 00:00:00,2020-10-19 00:00:00,Closures,Red - Control,"Who: Government of Ontario What: Indoor gyms and fitness centres (i.e., exercise classes and weight and exercise rooms);
Casinos, bingo halls and other gaming establishments;
Indoor cinemas, performing arts centres and venues, (except for rehearsing or performing a recorded or broadcasted performance subject to conditions, including no spectators);
Spectator areas in racing venues;
Interactive exhibits or exhibits with high risk of personal contact in museums, galleries, zoos, science centres, landmarks, etc.;",https://news.ontario.ca/en/release/58842/ontario-moving-additional-region-to-modified-stage-2,,Regional,No,Government,"Activities, Fitness, Nightlife"
166,ON234,Ont.,Hamilton,2020-11-03 00:00:00,2020-11-07 00:00:00,Restrictions,Yellow - Protect,"Who: Government of Ontario. What: Nightlife, personal care, events operate with restrictions.",https://news.ontario.ca/en/release/59081/ontario-moves-public-health-unit-regions-into-covid-19-response-framework-to-keep-ontario-safe-and-o,https://www.ontario.ca/page/covid-19-response-framework-keeping-ontario-safe-and-open,Regional,No,Government,"Activities, Personal care"
167,ON234,Ont.,Halton,2020-11-03 00:00:00,2020-11-07 00:00:00,Restrictions,Yellow - Protect,"Who: Government of Ontario. What: Nightlife, personal care, events operate with restrictions.",https://news.ontario.ca/en/release/59081/ontario-moves-public-health-unit-regions-into-covid-19-response-framework-to-keep-ontario-safe-and-o,https://www.ontario.ca/page/covid-19-response-framework-keeping-ontario-safe-and-open,Regional,No,Government,"Activities, Personal care"
168,ON234,Ont.,Simcoe Muskoka,2020-11-03 00:00:00,2020-11-07 00:00:00,Restrictions,Yellow - Protect,"Who: Government of Ontario. What: Nightlife, personal care, events operate with restrictions.",https://news.ontario.ca/en/release/59081/ontario-moves-public-health-unit-regions-into-covid-19-response-framework-to-keep-ontario-safe-and-o,https://www.ontario.ca/page/covid-19-response-framework-keeping-ontario-safe-and-open,Regional,No,Government,"Activities, Personal care"
169,ON234,Ont.,Wellington Dufferin Guelph,2020-11-03 00:00:00,2020-11-07 00:00:00,Restrictions,Yellow - Protect,"Who: Government of Ontario. What: Nightlife, personal care, events operate with restrictions.",https://news.ontario.ca/en/release/59081/ontario-moves-public-health-unit-regions-into-covid-19-response-framework-to-keep-ontario-safe-and-o,https://www.ontario.ca/page/covid-19-response-framework-keeping-ontario-safe-and-open,Regional,No,Government,"Activities, Personal care"
170,ON234,Ont.,Niagara,2020-11-03 00:00:00,2020-11-07 00:00:00,Restrictions,Yellow - Protect,"Who: Government of Ontario. What: Nightlife, personal care, events operate with restrictions.",https://news.ontario.ca/en/release/59081/ontario-moves-public-health-unit-regions-into-covid-19-response-framework-to-keep-ontario-safe-and-o,https://www.ontario.ca/page/covid-19-response-framework-keeping-ontario-safe-and-open,Regional,No,Government,"Activities, Personal care"
171,ON234,Ont.,Durham,2020-11-03 00:00:00,2020-11-07 00:00:00,Restrictions,Yellow - Protect,"Who: Government of Ontario. What: Nightlife, personal care, events operate with restrictions.",https://news.ontario.ca/en/release/59081/ontario-moves-public-health-unit-regions-into-covid-19-response-framework-to-keep-ontario-safe-and-o,https://www.ontario.ca/page/covid-19-response-framework-keeping-ontario-safe-and-open,Regional,No,Government,"Activities, Personal care"
172,ON234,Ont.,Ottawa,2020-11-03 00:00:00,2020-11-07 00:00:00,Openings,Orange - Restrict,"Who: Government of Ontario. What: Restaurants & eating places, cinemas, performing arts, and some personal care operate with restrictions. ",https://news.ontario.ca/en/release/59081/ontario-moves-public-health-unit-regions-into-covid-19-response-framework-to-keep-ontario-safe-and-o,,Regional,No,Government,"Activities, Personal care, Restaurants & eating places"
173,ON237,Ont.,Windsor-Essex,,2020-11-07 00:00:00,Openings,Green - Prevent,"Who: Windsor-Essex County Health Unit What: All things open with restrictions in place except high risk areas, which remain closed. Night clubs only permitted to operate as restaurant or bar. Oxygen bars, steam rooms and saunas closed.",https://news.ontario.ca/en/release/59081/ontario-moves-public-health-unit-regions-into-covid-19-response-framework-to-keep-ontario-safe-and-o,,Regional,No,Government,"Nightlife, Personal care"
174,ON240,Ont.,Niagara,2020-11-06 00:00:00,2020-11-07 00:00:00,Openings,Yellow - Protect,"Who: Niagara Region Public Health. What: Nightlife, personal care, events operate with restrictions. Enhanced targeted enforcement, fines and enhanced education to limit further transmission. Public health measures for high risk settings.",https://www.ontario.ca/page/reopening-ontario-stages?_ga=2.211279445.1356928481.1596562275-470745044.1584640249#section-3,,Regional,No,Government,"Activities, Personal care"
175,ON236,Ont.,Toronto,2020-11-10 00:00:00,2020-11-14 00:00:00,Restrictions,Red - Control,"Who: Toronto. What: Indoor fitness classes will not be permitted, while gyms will be allowed to open with a maximum of 10 people indoors. some indoor dining and fitness classes are permitted.",https://globalnews.ca/news/7454443/toronto-red-zone-coronavirus-restrictions/,,Regional,No,Government,"Fitness, Restaurants & eating places"
176,ON237,Ont.,Durham,2020-11-13 00:00:00,2020-11-16 00:00:00,Openings,Orange - Restrict,"Who: Durham Region Health Department. What: Recreation and services permited with restrictions. Oxygen bars, steam rooms, saunas, bath houses and other adult venues, closed. Public health measures for high risk settings. Restaurants & eating places, cinemas, performing arts, and some personal care operate with restrictions. ",https://www.durham.ca/en/news/durham-region-moves-into-orange-restrict-category.aspx,,Regional,No,Government,"Activities, Nightlife, Personal care, Restaurants & eating places"
177,ON237,Ont.,Hamilton,2020-11-13 00:00:00,2020-11-16 00:00:00,Closures,Red - Control,"Who: Government of Ontario What: Closures of indoor gyms and fitness centres (i.e., exercise classes and weight and exercise rooms);
Casinos, bingo halls and other gaming establishments;
Indoor cinemas, performing arts centres and venues, (except for rehearsing or performing a recorded or broadcasted performance subject to conditions, including no spectators);
Spectator areas in racing venues;
Interactive exhibits or exhibits with high risk of personal contact in museums, galleries, zoos, science centres, landmarks, etc.; Restaurants and events closed.",https://www.hamilton.ca/government-information/news-centre/news-releases/city-hamilton-moves-control-red-category-in-0,,Regional,No,Government,"Activities, Fitness, Nightlife, Restaurants & eating places"
178,ON237,Ont.,Niagara,2020-11-13 00:00:00,2020-11-16 00:00:00,Restrictions,Orange - Restrict,"Who: Niagara Region Public Health. What: Recreation and services permited with restrictions. Oxygen bars, steam rooms, saunas, bath houses and other adult venues, closed. Public health measures for high risk settings. Restaurants & eating places, cinemas, performing arts, and some personal care operate with restrictions. ",https://www.niagararegion.ca/health/COVID-19/,,Regional,No,Government,"Activities, Nightlife, Personal care, Restaurants & eating places"
179,ON238,Ont.,Toronto,2020-11-20 00:00:00,2020-11-23 00:00:00,Closures,Grey - Lockdown,"Who: Toronto and Peel. What: Closures of non-essential services and recreation. Retail permitted to be open for curbside pick-up or delivery only.
Restaurants, bars, and food and drink establishments will only be able to provide takeout, drive-through and delivery. Indoor and outdoor dining services are prohibited;
Personal care services closed;
Casinos, bingo halls and other gaming establishments closed; and
Indoor sports and recreational facilities, including pools, closed with limited exceptions. Effective until: Dec 21, 2020.",https://news.ontario.ca/en/release/59305/ontario-taking-further-action-to-stop-the-spread-of-covid-19,,Regional,No,Government,"Fitness, Nightlife, Activities, Clothing stores, Restaurants & eating places, Personal care"
180,ON242,Ont.,Waterloo,,2020-11-23 00:00:00,Closures,Red - Control,"Who: Government of Ontario What: Indoor gyms and fitness centres (i.e., exercise classes and weight and exercise rooms);
Casinos, bingo halls and other gaming establishments;
Indoor cinemas, performing arts centres and venues, (except for rehearsing or performing a recorded or broadcasted performance subject to conditions, including no spectators);
Spectator areas in racing venues;
Interactive exhibits or exhibits with high risk of personal contact in museums, galleries, zoos, science centres, landmarks, etc.;",https://www.regionofwaterloo.ca/en/index.aspx#section1,,Regional,No,Government,"Activities, Fitness, Nightlife"
181,ON239,Ont.,Windsor-Essex,2020-11-27 00:00:00,2020-11-30 00:00:00,Closures,Red - Control,"Who: Government of Ontario What: Indoor gyms and fitness centres (i.e., exercise classes and weight and exercise rooms);
Casinos, bingo halls and other gaming establishments;
Indoor cinemas, performing arts centres and venues, (except for rehearsing or performing a recorded or broadcasted performance subject to conditions, including no spectators);
Spectator areas in racing venues;
Interactive exhibits or exhibits with high risk of personal contact in museums, galleries, zoos, science centres, landmarks, etc.;",https://www.citywindsor.ca/Newsroom/Pages/Windsor-Moves-to-Red-and-Recreation-Centres-to-Close-Temporarily.aspx,,Regional,No,Government,"Activities, Fitness, Nightlife"
182,ON264,Ont.,Middlesex-London,,2020-12-07 00:00:00,Restrictions,Orange - Restrict,"Who: Middlesex-London Health Unit. What: Recreation and services permited with restrictions. Oxygen bars, steam rooms, saunas, bath houses and other adult venues, closed. Public health measures for high risk settings.",https://www.ontario.ca/page/covid-19-response-framework-keeping-ontario-safe-and-open#control,,Regional,No,Government,"Nightlife, Personal care"
183,ON265,Ont.,Niagara,2020-12-18 00:00:00,2020-12-21 00:00:00,Closures,Red - Control,"Who: Government of Ontario What: Indoor gyms and fitness centres (i.e., exercise classes and weight and exercise rooms);
Casinos, bingo halls and other gaming establishments;
Indoor cinemas, performing arts centres and venues, (except for rehearsing or performing a recorded or broadcasted performance subject to conditions, including no spectators);
Spectator areas in racing venues;
Interactive exhibits or exhibits with high risk of personal contact in museums, galleries, zoos, science centres, landmarks, etc.;",https://news.ontario.ca/en/release/59776/ontario-taking-further-action-to-limit-spread-of-covid-19,,Regional,No,Government,"Activities, Fitness, Nightlife"
184,ON265,Ont.,Kingston Frontenac Lennox & Addington,2020-12-18 00:00:00,2020-12-21 00:00:00,Closures,Orange - Restrict,"Who: Kingston Frontenac Lennox & Addington. What: Recreation and services permited with restrictions. Oxygen bars, steam rooms, saunas, bath houses and other adult venues, closed. Public health measures for high risk settings.",https://news.ontario.ca/en/release/59776/ontario-taking-further-action-to-limit-spread-of-covid-19,,Regional,No,Government,"Nightlife, Personal care"
185,ON263,Ont.,Halton,2020-12-21 00:00:00,2020-12-26 00:00:00,Closures,Grey - Lockdown,"Who: Government of Ontario. What: Prohibiting in-person shopping in most retail settings - curbside pickup and delivery can continue. Prohibiting indoor and outdoor dining. Restaurants, bars and other food or drink establishments will be permitted to operate by take out, drive-through, and delivery only. Secondary school students will continue learning remotely until January 25, 2021, at which point they may resume in-person learning. During this period, child care centres, authorized recreational and skill building programs and home-based child care services will remain open. From January 4-8, 2021, when elementary students move to remote learning, before and after school programs will be closed and emergency child care for health care and frontline workers will be provided. Government Providing Grants of up to $20,000 to Small Businesses Impacted by New Public Health Measures.",https://news.ontario.ca/en/release/59790/ontario-announces-provincewide-shutdown-to-stop-spread-of-covid-19-and-save-lives,,Provincial/territorial,No,Government,"Clothing stores, Nightlife, Restaurants & eating places"
